Product Name,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Quantity in Stock (liters/kg),Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Expire,Sales_Velocity,Quantity_Abble_Sell_Before_Expire,Quantity_Lost,Stock_Efficiency,Value_Lost,Revenue_Before_Losses
Curd,434.19,73.96,32112.6924,7,163,92.44999999999999,271,2022,8,11,3,3,7,0,1,23.285714285714285,0.0,271.0,0.37541168612819276,20043.16,3013.869999999999
Butter,226.35,45.24,10240.074,30,18,56.550000000000004,208,2020,12,11,4,4,30,0,1,0.6,0.0,208.0,0.07952286282306163,9409.92,203.58000000000004
Milk,685.59,61.66,42273.4794,2,121,77.07499999999999,564,2019,2,16,5,1,2,0,1,60.5,0.0,564.0,0.17649032220423283,34776.24,1865.214999999999
Paneer,778.25,50.2,39068.15,9,635,62.75,143,2022,11,19,5,4,9,0,1,70.55555555555556,0.0,143.0,0.8159331834243495,7178.6,7969.249999999998
Lassi,136.03,73.06,9938.3518,18,25,91.325,111,2019,6,5,2,2,18,0,1,1.3888888888888888,0.0,111.0,0.18378298904653384,8109.66,456.625
Lassi,538.34,66.03,35546.590200000006,15,359,82.5375,179,2021,6,10,3,2,15,0,1,23.933333333333334,0.0,179.0,0.6668648066277817,11819.37,5926.192499999997
Lassi,649.87,91.03,59157.6661,12,477,113.7875,172,2019,7,27,5,3,12,0,1,39.75,0.0,172.0,0.7339929524366412,15657.16,10855.327499999998
Curd,873.48,44.19,38599.0812,5,348,55.2375,525,2021,1,8,4,1,5,0,1,69.6,0.0,525.0,0.398406374501992,23199.75,3844.5299999999997
Yogurt,140.84,25.75,3626.63,30,34,32.1875,106,2020,12,8,1,4,30,0,1,1.1333333333333333,0.0,106.0,0.24140869071286566,2729.5,218.875
Buttermilk,986.37,92.64,91377.3168,9,73,115.8,913,2021,5,15,5,2,9,0,1,8.11111111111111,0.0,913.0,0.07400873911412553,84580.32,1690.6799999999998
Yogurt,969.41,97.22,94246.0402,27,820,121.525,149,2021,9,1,2,3,27,0,1,30.37037037037037,0.0,149.0,0.845875326229356,14485.78,19930.100000000006
Cheese,829.91,28.02,23254.0782,55,757,35.025,72,2021,9,2,3,3,38,17,0,19.92105263157895,338.65789473684214,0.0,1.3202129083115544,0.0,5302.784999999999
Cheese,34.5,91.1,3142.95,27,14,113.875,20,2019,7,20,5,3,4,23,0,3.5,80.5,0.0,2.739130434782609,0.0,318.8500000000001
Yogurt,754.25,20.21,15243.3925,28,290,25.262500000000003,464,2022,11,21,0,4,28,0,1,10.357142857142858,0.0,464.0,0.384487901889294,9377.44,1465.2250000000006
Milk,979.68,22.42,21964.4256,29,491,28.025000000000002,488,2021,9,13,0,3,29,0,1,16.93103448275862,0.0,488.0,0.5011840601012575,10940.960000000001,2752.0550000000003
Paneer,223.5,17.23,3850.905,9,170,21.5375,53,2020,12,3,3,4,9,0,1,18.88888888888889,0.0,53.0,0.7606263982102909,913.19,732.2750000000002
Cheese,945.46,82.34,77849.17640000001,42,887,102.92500000000001,58,2020,1,24,4,1,23,19,0,38.56521739130435,732.7391304347826,0.0,1.7131757350229335,0.0,18258.895000000008
Paneer,801.88,25.4,20367.752,10,724,31.75,77,2019,5,10,4,2,10,0,1,72.4,0.0,77.0,0.9028782361450591,1955.8,4597.4000000000015
Butter,513.86,83.47,42891.8942,39,160,104.3375,353,2020,12,19,5,4,7,32,0,22.857142857142858,731.4285714285714,0.0,1.7347693368399397,0.0,3338.800000000001
Butter,787.75,51.33,40435.2075,25,361,64.1625,426,2022,9,7,2,3,25,0,1,14.44,0.0,426.0,0.4582672167565852,21866.579999999998,4632.532499999998
Yogurt,686.89,59.66,40979.85739999999,27,108,74.57499999999999,578,2021,2,15,0,1,4,23,0,27.0,621.0,0.0,1.0613053036148437,0.0,1610.8199999999993
Paneer,245.11,80.86,19819.5946,9,103,101.075,142,2019,11,1,4,4,9,0,1,11.444444444444445,0.0,142.0,0.4202194932887275,11482.12,2082.1450000000004
Yogurt,829.98,12.57,10432.8486,28,683,15.7125,146,2019,3,19,1,1,28,0,1,24.392857142857142,0.0,146.0,0.8229113954553121,1835.22,2146.3275
Butter,199.89,37.8,7555.841999999999,29,193,47.25,6,2020,11,5,3,4,29,0,1,6.655172413793103,0.0,6.0,0.9655310420731403,226.79999999999998,1823.8500000000006
Lassi,777.28,70.04,54440.6912,14,63,87.55000000000001,714,2021,1,5,1,1,14,0,1,4.5,0.0,714.0,0.08105187319884727,50008.560000000005,1103.1300000000003
Ghee,838.5,33.46,28056.21,126,332,41.825,506,2022,3,5,5,1,57,69,0,5.824561403508772,401.89473684210526,104.10526315789474,0.875247151868939,3483.362105263158,2777.1800000000007
Cheese,993.85,52.11,51789.5235,67,848,65.1375,145,2021,11,6,5,4,43,24,0,19.72093023255814,473.30232558139534,0.0,1.3294786190887913,0.0,11047.320000000003
Milk,930.13,60.41,56189.1533,26,332,75.51249999999999,598,2022,3,6,6,1,23,3,0,14.434782608695652,43.30434782608695,554.695652173913,0.4034966594197445,33509.16434782608,5014.029999999997
Milk,450.39,30.87,13903.5393,2,118,38.5875,332,2022,9,28,2,3,2,0,1,59.0,0.0,332.0,0.2619951597504385,10248.84,910.6649999999997
Paneer,239.11,92.7,22165.497000000003,12,206,115.875,33,2019,9,6,4,3,12,0,1,17.166666666666668,0.0,33.0,0.8615281669524486,3059.1,4774.049999999999
Buttermilk,512.5,56.48,28946.0,8,504,70.6,8,2020,4,20,0,2,8,0,1,63.0,0.0,8.0,0.9834146341463414,451.84,7116.479999999999
Buttermilk,922.95,26.54,24495.093,13,136,33.175,786,2021,2,10,2,1,3,10,0,45.333333333333336,453.33333333333337,332.66666666666663,0.6385322426278057,8828.973333333332,902.3599999999997
Cheese,710.02,14.13,10032.5826,71,701,17.6625,9,2021,10,12,1,4,11,60,0,63.72727272727273,3823.6363636363635,0.0,6.372547764339545,0.0,2476.2825000000003
Yogurt,612.4,30.78,18849.672,24,58,38.475,554,2022,1,16,6,1,10,14,0,5.8,81.2,472.8,0.2273024167210973,14552.784000000001,446.31
Paneer,918.58,50.95,46801.651000000005,13,873,63.6875,45,2019,4,20,5,2,13,0,1,67.15384615384616,0.0,45.0,0.9503799342463368,2292.75,11119.837499999998
Paneer,284.75,72.14,20541.865,13,73,90.175,211,2021,11,12,4,4,13,0,1,5.615384615384615,0.0,211.0,0.25636523266022826,15221.54,1316.5549999999998
Cheese,737.01,59.82,44087.9382,46,430,74.775,307,2021,5,2,6,2,25,21,0,17.2,361.2,0.0,1.07352681781794,0.0,6430.650000000002
Ghee,336.73,38.9,13098.797,77,212,48.625,124,2020,11,25,2,4,41,36,0,5.170731707317073,186.14634146341464,0.0,1.1823904655463269,0.0,2061.7000000000003
Cheese,829.53,40.81,33853.1193,86,779,51.0125,50,2019,6,17,0,2,27,59,0,28.85185185185185,1702.2592592592591,0.0,2.99116277803004,0.0,7947.7475
Buttermilk,554.61,70.04,38844.8844,9,117,87.55000000000001,437,2020,8,2,6,3,9,0,1,13.0,0.0,437.0,0.21095905230702655,30607.480000000003,2048.6700000000005
Yogurt,234.95,57.14,13425.043,28,73,71.425,161,2021,8,9,0,3,18,10,0,4.055555555555555,40.55555555555556,120.44444444444444,0.48331796363292423,6882.195555555556,1042.8049999999998
Cheese,223.59,26.45,5913.9555,43,116,33.0625,107,2019,12,6,4,4,43,0,1,2.697674418604651,0.0,107.0,0.5188067444876784,2830.15,767.0500000000001
Butter,974.38,45.04,43886.0752,30,232,56.3,742,2022,9,24,5,3,30,0,1,7.733333333333333,0.0,742.0,0.23810012520782448,33419.68,2612.3199999999997
Yogurt,601.41,43.67,26263.5747,26,351,54.587500000000006,250,2022,6,21,1,2,5,21,0,70.2,1474.2,0.0,3.034868060058862,0.0,3832.0425000000014
Butter,461.02,81.96,37785.1992,29,179,102.44999999999999,282,2019,7,20,5,3,29,0,1,6.172413793103448,0.0,282.0,0.3882694893930849,23112.719999999998,3667.709999999999
Yogurt,90.67,68.3,6192.761,28,74,85.375,16,2021,5,2,6,2,14,14,0,5.285714285714286,74.0,0.0,1.6322929304069702,0.0,1263.5500000000002
Paneer,198.24,35.81,7098.974400000001,14,160,44.7625,38,2022,2,17,3,1,14,0,1,11.428571428571429,0.0,38.0,0.8071025020177562,1360.7800000000002,1432.4
Ghee,554.15,28.03,15532.8245,104,270,35.0375,284,2020,2,17,0,1,30,74,0,9.0,666.0,0.0,1.6890733555896418,0.0,1892.025
Curd,419.11,12.69,5318.5059,6,359,15.862499999999999,60,2021,11,25,3,4,6,0,1,59.833333333333336,0.0,60.0,0.8565770322826942,761.4,1138.9274999999998
Cheese,898.13,84.48,75874.0224,47,354,105.60000000000001,544,2019,12,28,5,4,23,24,0,15.391304347826088,369.3913043478261,174.60869565217388,0.8054416446926682,14750.94260869565,7476.480000000001
Ice Cream,506.13,83.43,42226.4259,26,270,104.28750000000001,236,2021,12,2,3,4,26,0,1,10.384615384615385,0.0,236.0,0.5334597830596882,19689.480000000003,5631.525000000001
Paneer,282.82,34.69,9811.0258,9,137,43.3625,145,2020,7,28,1,3,9,0,1,15.222222222222221,0.0,145.0,0.48440704334912665,5030.049999999999,1188.1325
Butter,881.26,79.24,69831.04239999999,37,718,99.05,163,2021,9,6,0,3,23,14,0,31.217391304347824,437.04347826086956,0.0,1.3106727620235452,0.0,14223.580000000002
Curd,107.48,50.8,5459.984,6,29,63.5,78,2022,3,6,6,1,6,0,1,4.833333333333333,0.0,78.0,0.2698176404912542,3962.3999999999996,368.30000000000007
Lassi,259.1,76.34,19779.694000000003,18,121,95.42500000000001,138,2021,3,13,5,1,12,6,0,10.083333333333334,60.5,77.5,0.7005017367811656,5916.35,2309.2850000000008
Yogurt,648.5,21.65,14040.025,22,207,27.0625,441,2021,6,9,2,2,16,6,0,12.9375,77.625,363.375,0.4388974556669237,7867.068749999999,1120.3875000000003
Yogurt,715.52,81.52,58329.19039999999,30,112,101.89999999999999,603,2020,1,20,0,1,23,7,0,4.869565217391305,34.08695652173913,568.9130434782609,0.20416893521039123,46377.791304347826,2282.5599999999995
Curd,458.65,51.95,23826.8675,7,321,64.9375,137,2022,9,4,6,3,7,0,1,45.857142857142854,0.0,137.0,0.6998800828518479,7117.150000000001,4168.987499999999
Paneer,121.94,73.13,8917.4722,13,13,91.4125,108,2020,9,16,2,3,13,0,1,1.0,0.0,108.0,0.10660980810234542,7898.039999999999,237.67249999999999
Cheese,235.09,87.57,20586.8313,26,116,109.46249999999999,119,2020,9,2,2,3,20,6,0,5.8,34.8,84.2,0.6414564634820706,7373.393999999999,2539.5299999999997
Butter,440.42,77.46,34114.9332,36,246,96.82499999999999,194,2022,9,25,6,3,36,0,1,6.833333333333333,0.0,194.0,0.5585577403387675,15027.239999999998,4763.789999999999
Lassi,878.13,19.9,17474.787,14,748,24.875,130,2021,9,9,3,3,14,0,1,53.42857142857143,0.0,130.0,0.8518100964549669,2587.0,3721.300000000001
Curd,893.14,21.12,18863.1168,6,55,26.400000000000002,838,2019,1,29,1,1,6,0,1,9.166666666666666,0.0,838.0,0.06158049130035605,17698.56,290.4000000000001
Buttermilk,423.1,50.72,21459.632,9,17,63.4,406,2022,11,6,6,4,9,0,1,1.8888888888888888,0.0,406.0,0.04017962656582368,20592.32,215.56
Paneer,438.18,73.76,32320.156800000004,8,379,92.2,59,2019,12,26,3,4,8,0,1,47.375,0.0,59.0,0.8649413483043498,4351.84,6988.759999999999
Milk,903.11,54.38,49111.1218,2,82,67.97500000000001,821,2021,8,12,3,3,2,0,1,41.0,0.0,821.0,0.09079735580383341,44645.98,1114.7900000000004
Curd,9.63,60.5,582.615,5,2,75.625,7,2020,4,9,3,2,5,0,1,0.4,0.0,7.0,0.20768431983385252,423.5,30.25
Yogurt,920.75,54.58,50254.535,23,880,68.225,40,2019,2,14,3,1,13,10,0,67.6923076923077,676.9230769230769,0.0,1.6909292174022013,0.0,12007.599999999997
Paneer,463.14,23.38,10828.213199999998,8,143,29.224999999999998,320,2020,5,25,0,2,8,0,1,17.875,0.0,320.0,0.30876192943818287,7481.599999999999,835.8349999999998
Ice Cream,473.17,16.41,7764.719700000001,23,329,20.5125,144,2021,3,21,6,1,23,0,1,14.304347826086957,0.0,144.0,0.6953103535727116,2363.04,1349.7224999999996
Lassi,558.2,98.15,54787.33000000001,12,143,122.6875,415,2021,2,6,5,1,8,4,0,17.875,71.5,343.5,0.38427087065567894,33714.525,3508.8624999999993
Buttermilk,233.1,91.98,21440.538,8,106,114.97500000000001,127,2021,12,27,0,4,5,3,0,21.2,63.599999999999994,63.400000000000006,0.7275847275847276,5831.532000000001,2437.4700000000003
Ghee,30.63,97.01,2971.4163,90,12,121.2625,18,2022,4,22,4,2,30,60,0,0.4,24.0,0.0,1.1753183153770814,0.0,291.03
Lassi,305.86,76.97,23542.0442,17,253,96.2125,52,2021,8,4,2,3,17,0,1,14.882352941176471,0.0,52.0,0.8271758320800365,4002.44,4868.352500000002
Cheese,308.04,20.84,6419.5536,38,76,26.05,232,2021,12,26,6,4,14,24,0,5.428571428571429,130.28571428571428,101.71428571428572,0.6696718422468325,2119.7257142857143,395.96000000000004
Yogurt,342.49,25.44,8712.945600000001,30,101,31.8,241,2019,3,24,6,1,30,0,1,3.3666666666666667,0.0,241.0,0.2948991211422231,6131.04,642.3599999999999
Buttermilk,179.27,58.57,10499.8439,13,49,73.2125,130,2020,9,13,6,3,13,0,1,3.769230769230769,0.0,130.0,0.27333073018352205,7614.1,717.4825000000003
Butter,385.56,22.05,8501.598,31,94,27.5625,291,2022,3,13,6,1,10,21,0,9.4,197.4,93.6,0.7557837949994813,2063.88,518.175
Cheese,470.34,29.12,13696.3008,66,165,36.4,305,2021,12,12,6,4,53,13,0,3.1132075471698113,40.471698113207545,264.52830188679246,0.4368578009805833,7703.064150943397,1201.1999999999996
Yogurt,579.2,23.09,13373.728,22,313,28.8625,266,2021,5,17,0,2,22,0,1,14.227272727272727,0.0,266.0,0.5404005524861878,6141.94,1806.7925000000002
Lassi,269.09,79.27,21330.764299999995,12,163,99.08749999999999,106,2022,9,1,3,3,12,0,1,13.583333333333334,0.0,106.0,0.6057452896800327,8402.619999999999,3230.252499999999
Ice Cream,130.61,67.82,8857.9702,23,72,84.77499999999999,58,2021,3,19,4,1,15,8,0,4.8,38.4,19.6,0.8452645279840746,1329.272,1220.7599999999998
Curd,993.43,41.67,41396.2281,6,70,52.087500000000006,923,2021,12,28,1,4,6,0,1,11.666666666666666,0.0,923.0,0.07046294152582468,38461.41,729.2250000000003
Paneer,178.05,42.27,7526.173500000001,8,124,52.837500000000006,54,2019,5,9,3,2,8,0,1,15.5,0.0,54.0,0.6964335860713282,2282.5800000000004,1310.3700000000003
Paneer,971.72,54.31,52774.11320000001,14,490,67.8875,481,2018,12,12,2,4,14,0,1,35.0,0.0,481.0,0.5042604865599144,26123.11,6652.975
Butter,746.15,77.47,57804.2405,25,305,96.8375,441,2019,2,13,2,1,24,1,0,12.708333333333334,12.708333333333334,428.2916666666667,0.42579686836873737,33179.75541666667,5907.087500000002
Buttermilk,513.9,35.89,18443.871,8,176,44.8625,337,2020,9,4,4,3,8,0,1,22.0,0.0,337.0,0.34247908153337225,12094.93,1579.1599999999994
Yogurt,498.06,15.26,7600.3956,25,372,19.075,126,2021,3,18,3,1,18,7,0,20.666666666666668,144.66666666666669,0.0,1.0373582834732096,0.0,1419.1799999999998
Curd,958.86,22.9,21957.894,7,339,28.625,619,2020,6,9,1,2,7,0,1,48.42857142857143,0.0,619.0,0.353544834490958,14175.099999999999,1940.7750000000005
Ghee,282.11,41.05,11580.6155,117,149,51.3125,133,2021,10,17,6,4,3,114,0,49.666666666666664,5662.0,0.0,20.598348162064443,0.0,1529.1125000000004
Curd,550.85,99.78,54963.813,7,472,124.725,78,2020,6,11,3,2,7,0,1,67.42857142857143,0.0,78.0,0.8568575837342289,7782.84,11774.039999999997
Curd,389.62,48.36,18842.0232,5,277,60.45,112,2019,4,24,2,2,5,0,1,55.4,0.0,112.0,0.710949129921462,5416.32,3348.9300000000007
Butter,763.68,17.66,13486.5888,31,119,22.075,644,2022,1,16,6,1,31,0,1,3.838709677419355,0.0,644.0,0.15582442908024305,11373.04,525.3849999999999
Ice Cream,333.95,36.43,12165.7985,24,154,45.5375,179,2022,5,2,0,2,24,0,1,6.416666666666667,0.0,179.0,0.4611468782751909,6520.97,1402.5550000000003
Milk,110.64,23.51,2601.1464,2,78,29.387500000000003,32,2022,8,2,1,3,2,0,1,39.0,0.0,32.0,0.7049891540130152,752.32,458.4450000000001
Milk,928.82,26.25,24381.525,26,487,32.8125,441,2019,3,2,5,1,20,6,0,24.35,146.10000000000002,294.9,0.6816175362287633,7741.124999999999,3195.9375
Yogurt,618.75,26.16,16186.5,22,305,32.7,313,2021,12,11,5,4,22,0,1,13.863636363636363,0.0,313.0,0.49292929292929294,8188.08,1994.7000000000007
Curd,488.83,42.69,20868.1527,6,167,53.3625,321,2019,2,19,1,1,6,0,1,27.833333333333332,0.0,321.0,0.34163206022543624,13703.49,1782.3075
Ice Cream,555.95,12.12,6738.1140000000005,24,117,15.149999999999999,438,2021,4,4,6,2,21,3,0,5.571428571428571,16.714285714285715,421.2857142857143,0.24051494867215706,5105.982857142857,354.50999999999993
Ghee,598.08,42.34,25322.707200000004,121,38,52.925000000000004,560,2019,6,1,5,2,46,75,0,0.8260869565217391,61.95652173913044,498.04347826086956,0.16712901574894734,21087.160869565218,402.23
Paneer,321.71,58.91,18951.9361,11,252,73.63749999999999,69,2019,1,4,4,1,6,5,0,42.0,210.0,0.0,1.4360759690404403,0.0,3711.329999999998
Lassi,701.6,26.49,18585.384,18,679,33.1125,22,2018,11,27,1,4,18,0,1,37.72222222222222,0.0,22.0,0.967787913340935,582.78,4496.677499999999
Yogurt,633.7,45.4,28769.98,26,417,56.75,216,2019,8,9,4,3,25,1,0,16.68,16.68,199.32,0.6843616853400663,9049.127999999999,4732.950000000001
Paneer,655.82,20.67,13555.799400000002,9,572,25.837500000000002,83,2019,4,6,5,2,9,0,1,63.55555555555556,0.0,83.0,0.872190540087219,1715.6100000000001,2955.8100000000004
Ghee,894.53,84.49,75578.8397,93,381,105.6125,513,2020,8,24,0,3,43,50,0,8.86046511627907,443.0232558139535,69.97674418604652,0.9211801234323651,5912.33511627907,8047.672500000001
Paneer,139.05,75.45,10491.322500000002,9,4,94.3125,135,2021,6,21,0,2,3,6,0,1.3333333333333333,8.0,127.0,0.08629989212513484,9582.15,75.44999999999999
Butter,615.14,74.52,45840.2328,39,63,93.14999999999999,552,2020,7,2,3,3,9,30,0,7.0,210.0,342.0,0.4438014110608967,25485.84,1173.6899999999996
Ice Cream,338.48,52.66,17824.3568,30,335,65.82499999999999,3,2019,5,24,4,2,30,0,1,11.166666666666666,0.0,3.0,0.9897187426140391,157.98,4410.274999999997
Buttermilk,558.39,39.27,21927.9753,7,435,49.087500000000006,123,2020,5,30,5,2,7,0,1,62.142857142857146,0.0,123.0,0.7790254123462097,4830.21,4270.612500000001
Yogurt,577.87,57.71,33348.8777,26,209,72.1375,368,2021,9,25,5,3,5,21,0,41.8,877.8,0.0,1.880699811376261,0.0,3015.3475000000003
Buttermilk,797.16,30.33,24177.8628,13,125,37.912499999999994,672,2020,2,23,6,1,3,10,0,41.666666666666664,416.66666666666663,255.33333333333337,0.6794955425092412,7744.260000000001,947.8124999999995
Ghee,341.02,47.42,16171.1684,149,264,59.275000000000006,77,2021,6,23,2,2,54,95,0,4.888888888888889,464.44444444444446,0.0,2.1360754338292316,0.0,3129.720000000001
Lassi,656.86,84.64,55596.6304,18,429,105.8,227,2020,10,25,6,4,18,0,1,23.833333333333332,0.0,227.0,0.6531072070151935,19213.28,9077.64
Curd,221.31,49.85,11032.3035,7,119,62.3125,102,2019,12,5,3,4,7,0,1,17.0,0.0,102.0,0.5377072884189599,5084.7,1483.0375
Ice Cream,780.57,82.26,64209.68820000001,28,141,102.825,639,2019,9,11,2,3,28,0,1,5.035714285714286,0.0,639.0,0.18063722664206924,52564.14000000001,2899.6649999999995
Lassi,653.04,84.6,55247.184,14,345,105.75,308,2020,9,5,5,3,14,0,1,24.642857142857142,0.0,308.0,0.5282984196986402,26056.8,7296.750000000002
Paneer,135.72,21.59,2930.1948,8,99,26.9875,36,2020,8,18,1,3,8,0,1,12.375,0.0,36.0,0.7294429708222812,777.24,534.3525000000001
Butter,844.47,95.38,80545.5486,38,188,119.225,656,2019,2,2,5,1,31,7,0,6.064516129032258,42.45161290322581,613.5483870967741,0.2728949671429723,58520.24516129032,4482.86
Lassi,690.41,34.21,23618.9261,16,69,42.7625,621,2019,5,21,1,2,14,2,0,4.928571428571429,9.857142857142858,611.1428571428571,0.11421784571072677,20907.19714285714,590.1225000000002
Butter,30.64,61.14,1873.3296,27,18,76.425,12,2020,7,24,4,3,3,24,0,6.0,144.0,0.0,5.287206266318538,0.0,275.12999999999994
Milk,672.53,55.42,37271.6126,1,7,69.275,665,2019,2,2,5,1,1,0,1,7.0,0.0,665.0,0.010408457615273668,36854.3,96.98500000000003
Yogurt,862.73,98.65,85108.31450000001,23,7,123.3125,855,2020,6,16,1,2,5,18,0,1.4,25.2,829.8,0.03732338043188482,81859.77,172.63749999999996
Ghee,51.63,52.64,2717.8032000000003,62,37,65.8,14,2019,10,23,2,4,55,7,0,0.6727272727272727,4.709090909090909,9.290909090909091,0.8078460373637596,489.0734545454546,486.91999999999985
Lassi,908.34,81.51,74038.79340000001,13,166,101.8875,742,2021,3,25,3,1,13,0,1,12.76923076923077,0.0,742.0,0.18275095228658872,60480.420000000006,3382.6649999999995
Milk,114.61,72.95,8360.799500000001,25,84,91.1875,30,2022,12,9,4,4,25,0,1,3.36,0.0,30.0,0.7329203385393944,2188.5,1531.9499999999998
Buttermilk,434.85,75.4,32787.69,9,137,94.25,297,2020,1,5,6,1,9,0,1,15.222222222222221,0.0,297.0,0.3150511670691043,22393.800000000003,2582.4499999999994
Buttermilk,706.55,35.63,25174.3765,12,599,44.5375,107,2020,11,3,1,4,12,0,1,49.916666666666664,0.0,107.0,0.8477814733564504,3812.4100000000003,5335.5925
Milk,281.49,79.97,22510.7553,22,179,99.9625,102,2021,9,13,0,3,22,0,1,8.136363636363637,0.0,102.0,0.6359018082347507,8156.94,3578.657500000001
Butter,205.27,62.23,12773.9521,33,185,77.7875,20,2021,11,9,1,4,20,13,0,9.25,120.25,0.0,1.4870658157548593,0.0,2878.1374999999994
Milk,791.35,95.89,75882.5515,27,419,119.8625,372,2019,1,27,6,1,27,0,1,15.518518518518519,0.0,372.0,0.5294749478738864,35671.08,10044.477499999999
Cheese,325.67,24.77,8066.8459,46,71,30.9625,254,2019,12,5,3,4,29,17,0,2.4482758620689653,41.62068965517241,212.3793103448276,0.3458122935952725,5260.63551724138,439.6674999999999
Paneer,81.82,29.49,2412.8718,9,9,36.8625,72,2020,8,30,6,3,9,0,1,1.0,0.0,72.0,0.10999755560987534,2123.2799999999997,66.35249999999999
Lassi,984.69,55.76,54906.3144,16,335,69.7,649,2022,4,1,4,2,16,0,1,20.9375,0.0,649.0,0.3402085935675187,36188.24,4669.9000000000015
Ice Cream,392.27,19.54,7664.9558,30,354,24.424999999999997,38,2021,5,19,2,2,30,0,1,11.8,0.0,38.0,0.9024396461620823,742.52,1729.2899999999993
Ice Cream,426.03,56.25,23964.1875,22,134,70.3125,292,2020,1,25,5,1,22,0,1,6.090909090909091,0.0,292.0,0.31453184048071736,16425.0,1884.375
Cheese,37.03,12.83,475.0949,46,1,16.0375,36,2021,8,11,2,3,9,37,0,0.1111111111111111,4.111111111111111,31.88888888888889,0.13802622498274672,409.13444444444445,3.2075000000000014
Curd,617.7,81.26,50194.302,6,443,101.575,174,2020,3,19,3,1,6,0,1,73.83333333333333,0.0,174.0,0.7171766229561275,14139.240000000002,8999.544999999998
Lassi,374.06,63.24,23655.5544,18,319,79.05,55,2021,1,15,4,1,18,0,1,17.72222222222222,0.0,55.0,0.8528043629364273,3478.2000000000003,5043.3899999999985
Yogurt,534.26,11.11,5935.6286,23,303,13.8875,231,2020,1,16,3,1,20,3,0,15.15,45.45,185.55,0.652210534196833,2061.4605,841.5825
Lassi,639.12,16.4,10481.568,12,318,20.5,321,2021,11,4,3,4,12,0,1,26.5,0.0,321.0,0.4975591438227563,5264.4,1303.8000000000004
Yogurt,443.71,44.87,19909.2677,28,243,56.0875,200,2019,1,10,3,1,28,0,1,8.678571428571429,0.0,200.0,0.5476549998873138,8974.0,2725.8525000000004
Curd,529.4,69.0,36528.6,7,229,86.25,300,2020,1,17,4,1,7,0,1,32.714285714285715,0.0,300.0,0.432565168114847,20700.0,3950.25
Ice Cream,568.75,85.41,48576.9375,21,303,106.76249999999999,265,2019,1,17,3,1,21,0,1,14.428571428571429,0.0,265.0,0.5327472527472528,22633.649999999998,6469.807499999997
Paneer,339.45,50.13,17016.6285,11,146,62.6625,193,2020,10,28,2,4,11,0,1,13.272727272727273,0.0,193.0,0.43010752688172044,9675.09,1829.745
Butter,353.68,93.62,33111.5216,35,10,117.025,343,2022,1,19,2,1,35,0,1,0.2857142857142857,0.0,343.0,0.02827414612078715,32111.66,234.05
Milk,197.4,60.07,11857.818,23,69,75.0875,128,2019,9,21,5,3,23,0,1,3.0,0.0,128.0,0.34954407294832823,7688.96,1036.2075000000004
Lassi,948.65,96.43,91478.3195,17,217,120.53750000000001,731,2021,4,13,1,2,17,0,1,12.764705882352942,0.0,731.0,0.2287461128972751,70490.33,5231.3275
Buttermilk,152.66,37.89,5784.2874,11,6,47.3625,146,2021,11,13,5,4,11,0,1,0.5454545454545454,0.0,146.0,0.039303026333027645,5531.9400000000005,56.83499999999998
Ghee,246.47,16.21,3995.2787,62,33,20.262500000000003,213,2019,11,15,4,4,9,53,0,3.6666666666666665,194.33333333333331,18.666666666666686,0.922357014376327,302.586666666667,133.73250000000007
Yogurt,640.47,58.29,37332.9963,23,619,72.8625,21,2019,9,2,0,3,23,0,1,26.91304347826087,0.0,21.0,0.9664777429075522,1224.09,9020.377499999999
Ghee,358.6,27.4,9825.64,145,105,34.25,253,2020,7,22,2,3,37,108,0,2.8378378378378377,306.48648648648646,0.0,1.1474804419589695,0.0,719.2500000000001
Cheese,845.24,13.97,11808.0028,61,513,17.462500000000002,332,2022,2,3,3,1,43,18,0,11.930232558139535,214.74418604651163,117.25581395348837,0.8609911812579996,1638.0637209302326,1791.6525000000008
Ghee,687.87,21.48,14775.4476,133,330,26.85,357,2020,7,11,5,3,40,93,0,8.25,767.25,0.0,1.5951415238344455,0.0,1772.1000000000004
Ice Cream,704.0,95.38,67147.51999999999,27,386,119.225,318,2021,3,15,0,1,27,0,1,14.296296296296296,0.0,318.0,0.5482954545454546,30330.84,9204.17
Lassi,716.24,11.46,8208.110400000001,17,272,14.325000000000001,444,2018,12,28,4,4,17,0,1,16.0,0.0,444.0,0.37976097397520386,5088.240000000001,779.2800000000001
Lassi,698.01,46.06,32150.3406,16,556,57.575,142,2021,5,24,0,2,16,0,1,34.75,0.0,142.0,0.7965501926906492,6540.52,6402.34
Butter,447.77,60.21,26960.2317,40,67,75.2625,380,2022,12,7,2,4,40,0,1,1.675,0.0,380.0,0.14963039060231817,22879.8,1008.5175000000002
Lassi,590.3,81.28,47979.584,15,88,101.6,502,2022,9,7,2,3,5,10,0,17.6,176.0,326.0,0.4472302219210571,26497.28,1788.1599999999994
Ghee,706.76,28.84,20382.9584,118,310,36.05,396,2021,3,11,3,1,18,100,0,17.22222222222222,1722.2222222222222,0.0,2.875406392866351,0.0,2235.099999999999
